Measurement	Replication	Name	Count	Mean	Min	Max	Experiment	
"""hops=4, cl=true"""	#3	endToEndDelay:vector	1284	0.9580584733763808	0.236012144209	10.717433819207	HumidityMonitoring	
"""hops=4, cl=true"""	#9	endToEndDelay:vector	1292	0.9976148597338784	0.310053534977	15.126209826873	HumidityMonitoring	
"""hops=4, cl=true"""	#11	endToEndDelay:vector	21389	0.7754201233303181	0.224137053734	3.620248349511	SmokeAlarm	
"""hops=5, cl=false"""	#13	endToEndDelay:vector	21393	1.1392396211137195	0.36400765626	7.605087312679	SmokeAlarm	
"""hops=5, cl=false"""	#6	endToEndDelay:vector	21347	1.3190229922789667	0.663948103382	12.215981764974	SmokeAlarm	
"""hops=5, cl=false"""	#9	endToEndDelay:vector	21393	1.0646582456073226	0.253999176859	5.679240901517	SmokeAlarm	
"""hops=5, cl=false"""	#15	endToEndDelay:vector	21350	1.5739170623886538	0.774168378548	7.559914568055	SmokeAlarm	
"""hops=5, cl=false"""	#12	endToEndDelay:vector	21314	2.023671534142861	0.914037993661	6.515149654976	SmokeAlarm	
"""hops=5, cl=false"""	#3	endToEndDelay:vector	21369	1.3862215676014527	0.604000349323	8.161349886178	SmokeAlarm	
"""hops=5, cl=false"""	#16	endToEndDelay:vector	21439	1.3683830415940326	0.53594994916	5.651694532288	SmokeAlarm	
"""hops=5, cl=false"""	#14	endToEndDelay:vector	21351	1.3675095102613248	0.534042196161	5.006810349158	SmokeAlarm	
"""hops=5, cl=false"""	#2	endToEndDelay:vector	21360	1.3986210438485391	0.784032823055	6.324567405524	SmokeAlarm	
"""hops=5, cl=false"""	#11	endToEndDelay:vector	21403	1.3285805315394315	0.634126357085	6.715569941324	SmokeAlarm	
"""hops=5, cl=false"""	#10	endToEndDelay:vector	21362	1.1984159048237604	0.383939330734	9.815316193392	SmokeAlarm	
"""hops=5, cl=false"""	#7	endToEndDelay:vector	21428	1.4365760213975332	0.84409208237	4.735886943973	SmokeAlarm	
"""hops=5, cl=false"""	#8	endToEndDelay:vector	21381	1.7621077662230396	1.004382768497	5.186618377352	SmokeAlarm	
"""hops=5, cl=false"""	#19	endToEndDelay:vector	21388	1.428566304285503	0.333938975525	4.885087119936	SmokeAlarm	
"""hops=5, cl=false"""	#18	endToEndDelay:vector	21363	1.2123510977949508	0.514056886598	6.026941889663	SmokeAlarm	
"""hops=5, cl=false"""	#1	endToEndDelay:vector	21401	1.5169065313801104	0.563979959213	4.761048298614	SmokeAlarm	
"""hops=5, cl=false"""	#0	endToEndDelay:vector	21358	1.4215972608627685	0.404230963822	6.391189268452	SmokeAlarm	
"""hops=5, cl=false"""	#5	endToEndDelay:vector	21401	1.8335984969327963	0.464407760953	5.53506841648	SmokeAlarm	
"""hops=5, cl=false"""	#4	endToEndDelay:vector	21337	1.2690136683069067	0.614104966694	7.99755142844	SmokeAlarm	
"""hops=5, cl=false"""	#17	endToEndDelay:vector	21375	1.6347591306346683	0.904052934989	7.699547087407	SmokeAlarm	
"""hops=5, cl=true"""	#19	endToEndDelay:vector	21401	1.129448922944845	0.244096180194	7.554689988309	SmokeAlarm	
"""hops=5, cl=true"""	#16	endToEndDelay:vector	1281	1.1318419108826354	0.351115634733	4.774113285328	HumidityMonitoring	
"""hops=5, cl=true"""	#14	endToEndDelay:vector	21380	0.9663829920798664	0.383942929865	4.769323448261	SmokeAlarm	
"""hops=5, cl=true"""	#13	endToEndDelay:vector	21446	0.8876810766512812	0.334075350847	6.315943401425	SmokeAlarm	
"""hops=5, cl=true"""	#19	endToEndDelay:vector	1285	1.159333516758392	0.375089596524	5.966119424791	HumidityMonitoring	
"""hops=5, cl=true"""	#10	endToEndDelay:vector	1277	1.036011361143351	0.334161811076	4.457526305318	HumidityMonitoring	
"""hops=5, cl=true"""	#9	endToEndDelay:vector	1287	1.1111980235101608	0.368862319236	4.420481450206	HumidityMonitoring	
"""hops=5, cl=true"""	#15	endToEndDelay:vector	21396	0.915596622225517	0.334304330565	5.49861014092	SmokeAlarm	
"""hops=5, cl=true"""	#18	endToEndDelay:vector	14268	0.8811242915459426	0.364111501881	4.425659532362	SmokeAlarm	
"""hops=5, cl=true"""	#6	endToEndDelay:vector	21348	0.8625104050031039	0.33394083147	5.244167053887	SmokeAlarm	
"""hops=5, cl=true"""	#17	endToEndDelay:vector	1279	1.1306728118509415	0.406000213003	12.75034253176	HumidityMonitoring	
"""hops=5, cl=true"""	#17	endToEndDelay:vector	21432	0.8981014751506231	0.323983329607	4.219279936134	SmokeAlarm	
"""hops=5, cl=true"""	#11	endToEndDelay:vector	14255	1.374480392783518	0.414174347004	5.523068029321	SmokeAlarm	
"""hops=5, cl=true"""	#16	endToEndDelay:vector	21431	0.9010129085734077	0.354096305346	4.660381912865	SmokeAlarm	
"""hops=5, cl=true"""	#6	endToEndDelay:vector	1282	1.0898589875035882	0.326199129947	13.363025533944	HumidityMonitoring	
